review_id,product_id,begin_offset,content,sentiment_score,sentiment_magnitude
24,1,248,I traded my old paperwhite in and was pleased with that process also.,0.8999999761581421,0.8999999761581421
25,1,0,Great to be able to read outside without glare from sun making it impossible to see 😎,0.6000000238418579,0.6000000238418579
26,1,0,I love it!!,0.8999999761581421,0.8999999761581421
26,1,12,Thanks.,0.10000000149011612,0.10000000149011612
27,1,0,I am happy that I upgraded to the Paperwhite E-reader!,0.800000011920929,0.800000011920929
27,1,56,"The best part is having the light to read anywhere, and it can be adjusted.",0.800000011920929,0.800000011920929
28,1,0,I had a regular kindle and was pleased to see how easy the 6” paperwhite is to read.,0.8999999761581421,0.8999999761581421
28,1,86,I like the small size and how thin it is because it makes it much easier to carry in my purse.,0.699999988079071,0.699999988079071
28,1,182,I haven’t yet investigated all the features.,0.0,0.0
28,1,228,I would recommend this e-reader to anyone.,0.8999999761581421,0.8999999761581421
29,1,0,i like it cause it clears storage in my iPad ( have limited storage) but I do miss the color that iPad provides.<br />Light weight and great size.,0.8999999761581421,0.8999999761581421
30,1,0,"Love the small, lightweight feel of this new Kindle, and the built in light.",0.8999999761581421,0.8999999761581421
30,1,78,"I love to read outside and this Kindle, like my very first one, is perfect for that, but now I have the advantage of a built in light for night reading and also a touch screen.",0.800000011920929,0.800000011920929
30,1,256,"Not sure I'm crazy about the &#34;ads&#34; for books when it turns on/off, but otherwise, I love it.",0.800000011920929,0.800000011920929
31,1,0,Gift.,0.5,0.5
32,1,0,My fourth kindle.,0.30000001192092896,0.30000001192092896
32,1,18,I like the built in light and long battery life.,0.699999988079071,0.699999988079071
33,1,0,I like the brighter background.,0.699999988079071,0.699999988079071
33,1,33,Finding my  new books is difficult.,0.0,0.0
33,1,70,Which ones are unread are not really marked in an easy way to access them.,-0.10000000149011612,0.10000000149011612
33,1,146,My first Kindle put them on a list to select and the archive books were in alpha order by author.,-0.30000001192092896,0.30000001192092896
33,1,245,This made it easy to see if I already had the book.,0.6000000238418579,0.6000000238418579
33,1,298,I am going to get a new battery for my old one and go back to using it.,0.10000000149011612,0.10000000149011612
34,1,0,Love my kindle!,0.8999999761581421,0.8999999761581421
34,1,16,Ive always wanted to start reading again but i always saw it inconvenient to bring a book and i like tiny purses so it never worked.,-0.800000011920929,0.800000011920929
34,1,149,Now i can bring book anywhere i go.,0.30000001192092896,0.30000001192092896
34,1,185,Love it,0.8999999761581421,0.8999999761581421
35,1,0,Replacing standard Kindle which does not have built in light.,-0.4000000059604645,0.4000000059604645
35,1,62,Much easier than dealing with add on light source.,0.8999999761581421,0.8999999761581421
35,1,113,Perfect for reading in low light.,0.8999999761581421,0.8999999761581421
35,1,147,One glaring negative is lack of an operation manual.,-0.10000000149011612,0.10000000149011612
35,1,200,There is a definite learning curve when switching from the standard Kindle and the differences are not intuitive.,0.0,0.0
35,1,314,Finding books in your library is not the same as with the standard Kindle and is really inconvenient.,-0.8999999761581421,0.8999999761581421
35,1,416,Again a manual would be very useful.When my new paper white powered up the first time the language changed from English to Japanese which created a huge problem.,-0.30000001192092896,0.30000001192092896
35,1,578,All the settings instructions also switched to Japanese so any directions for changing back to English were useless unless you read Japanese.,-0.8999999761581421,0.8999999761581421
35,1,720,I finally found an online posting that walked me through steps to switch back to English.,0.0,0.0
35,1,810,Someone at Amazon needs his or her ass kicked for not providing a solution for this possibility.,-0.6000000238418579,0.6000000238418579
35,1,907,Very poor support from Amazon in this area.,-0.8999999761581421,0.8999999761581421
36,1,0,does not connect to wiifi and an updated software has been downloaded at least 4 times to no avail.,-0.800000011920929,0.800000011920929
36,1,101,Thing does not work.,-0.800000011920929,0.800000011920929
37,1,0,This is the best kindle for voracious readers.,0.800000011920929,0.800000011920929
37,1,47,I go through three or four books a week so having a reader that reduces eyestrain is essential.,0.8999999761581421,0.8999999761581421
37,1,143,LOVE it!!!!!!,0.8999999761581421,0.8999999761581421
38,1,0,I are reading now.,0.10000000149011612,0.10000000149011612
39,1,0,Easy to get started,0.8999999761581421,0.8999999761581421
40,1,0,how fast books download,0.10000000149011612,0.10000000149011612
41,1,0,Light weight,0.10000000149011612,0.10000000149011612
42,1,0,easy to use,0.699999988079071,0.699999988079071
43,1,0,Love my Paperwhite!!,0.8999999761581421,0.8999999761581421
43,1,21,I'm so glad I decided to upgrade.,0.5,0.5
43,1,55,"I was very hesitant because I didn't think the battery would last, but I was so wrong.",-0.20000000298023224,0.20000000298023224
43,1,142,And the ads don't even bother me.,-0.6000000238418579,0.6000000238418579
43,1,176,I couldn't be happier!!,0.8999999761581421,0.8999999761581421
44,1,0,I had a Kindle 3rd generation for about 10 years and it quit working so I had to buy a new one.,-0.6000000238418579,0.6000000238418579
44,1,96,the thing I don't like about the new one is: I prefer the page turning buttons rather than the swiping motion needed to turn the pages on the new one and the thing I like about the new one is that it works great in the dark.,0.699999988079071,0.699999988079071
45,1,0,Muy buena definición de pantalla.,0.8999999761581421,0.8999999761581421
45,1,34,Práctica para llevar a cualquier parte!,0.8999999761581421,0.8999999761581421
46,1,0,I like this device far better then the old kindle.,0.800000011920929,0.800000011920929
46,1,51,"It does not have all the bells and whistles, but it does the job better, and has a longer battery life.",0.699999988079071,0.699999988079071
46,1,155,"Just what I need, for my day to day reading.",0.6000000238418579,0.6000000238418579
46,1,200,"Good Job, thanks!",0.8999999761581421,0.8999999761581421
47,1,0,Easy set-up.,0.800000011920929,0.800000011920929
47,1,13,Perfect size for crowded subway trains.,0.8999999761581421,0.8999999761581421
48,1,0,The product came programmed with the wrong language and tech support could not help with the problem.,-0.8999999761581421,0.8999999761581421
48,1,102,We ended up returning the item.,0.0,0.0
49,1,0,The menu is somewhat confusing.,0.10000000149011612,0.10000000149011612
49,1,33,But I love the lighted screen.,0.800000011920929,0.800000011920929
50,1,0,This model is fantastic.,0.800000011920929,0.800000011920929
50,1,25,Love it!,0.8999999761581421,0.8999999761581421
51,1,0,"I love my kindle, quick and easy to use.",0.8999999761581421,0.8999999761581421
52,1,0,Love it!,0.8999999761581421,0.8999999761581421
53,1,0,Size and paper white part of this are awesome.,0.8999999761581421,0.8999999761581421
53,1,47,"Two stars because each time I scroll, turn the page or open anything it, it flashes as it is loading.",-0.6000000238418579,0.6000000238418579
53,1,149,I thought it was damaged because of how often it was occurring until I watched some videos about this device.,-0.30000001192092896,0.30000001192092896
53,1,259,The videos showed this Kindle doing the same thing while loading any page.,-0.699999988079071,0.699999988079071
53,1,334,It is very distracting.,-0.6000000238418579,0.6000000238418579
53,1,358,Completely crushed after being super excited.,-0.20000000298023224,0.20000000298023224
53,1,404,"☹️<br /><br />If there is a way to turn that off somehow, I would totally keep it.",-0.30000001192092896,0.30000001192092896
54,1,0,I have only used it as a reader.,0.0,0.0
54,1,33,I don't know what else it will do.,0.0,0.0
55,1,0,"Except for the SMALL display size, I like it a lot.<br /><br />Please make an affordable &#62;9 inches kindle.",0.699999988079071,0.699999988079071
55,1,111,"There are a lot of scientists, students, and avid readers who really like to have a big display.",0.4000000059604645,0.4000000059604645
56,1,0,The battery isn’t lasting as long as the one I bought in 2013.,-0.20000000298023224,0.20000000298023224
56,1,63,Having trouble figuring out what is on the device and the library.,0.0,0.0
56,1,130,Not as easy as my last one for me.,-0.20000000298023224,0.20000000298023224
56,1,165,Maybe the more I use it I will figure it out currently it is confusing.,-0.30000001192092896,0.30000001192092896
57,1,0,I love love love this!,0.800000011920929,0.800000011920929
57,1,23,I take it with me everywhere and read more then I ever now!,0.10000000149011612,0.10000000149011612
57,1,83,Doctor office wait times are a breeze and reading in bed has never been so comfy.,0.8999999761581421,0.8999999761581421
57,1,165,I love having the dictionary at my fingertip.,0.8999999761581421,0.8999999761581421
57,1,211,"The adjustable back light and font sizes are wonderful, I can read much longer now.",0.8999999761581421,0.8999999761581421
57,1,295,Battery life is insanely long!,0.0,0.0
57,1,326,I love that prime gives you free books too.,0.800000011920929,0.800000011920929
58,1,0,This thing is super cool.,0.800000011920929,0.800000011920929
58,1,26,"Really light weight, feels like I'm reading a book instead of a computer screen, and you don't have to hold pages open.",-0.30000001192092896,0.30000001192092896
58,1,146,I started to lose some shelf space and this was a great remedy.,0.5,0.5
58,1,210,"Plus e-books are naturally cheaper.<br /><br />The downsides I see is:<br />- Forgetting to charge it (but can hold a charge for a week)<br />- Carrying it around in any kind of bag without being worried about breaking it.<br />- Can't share or lend any books.<br /><br />Other than that, really cool gadget.",0.800000011920929,0.800000011920929
59,1,0,The best choice!,0.8999999761581421,0.8999999761581421
59,1,17,Love it!,0.8999999761581421,0.8999999761581421
60,1,0,One star only because no stars isn't an option.,-0.30000001192092896,0.30000001192092896
60,1,49,What a dogshit replacement for my utterly reliable Kindle with the buttons on both sides.,-0.6000000238418579,0.6000000238418579
60,1,140,Occasionally skips like 100 pages and then you can't get back to where you originally started.,-0.4000000059604645,0.4000000059604645
60,1,236,"Hate everything about it, isn't worth $80 on sale, nevermind what they charge for it regular price.",-0.8999999761581421,0.8999999761581421
60,1,337,"Garbage, don't buy, trash, hate hate hate, etc.",-0.8999999761581421,0.8999999761581421
61,1,0,"Easy to use, cheap price, no reason to reject if you need ebook",0.800000011920929,0.800000011920929
62,1,0,It's basically a reader and does all things associated with that very well.,0.6000000238418579,0.6000000238418579
62,1,77,Easy to read in any light and long lasting battery.,0.8999999761581421,0.8999999761581421
62,1,130,Only concern I have run into is that sometimes swiping a finger across the page does not result in a page turn and the operation has to be repeated.,0.20000000298023224,0.20000000298023224
62,1,279,No other touch screen issues.,0.0,0.0
63,1,0,I’m a late adopter of Kindle.,0.6000000238418579,0.6000000238418579
63,1,30,What put me over the edge was having to return a library book just as I was heading out of town.,-0.4000000059604645,0.4000000059604645
63,1,127,"I don’t enjoy lugging books on trips anyway, and now my wonderful, lightweight, easy to use Kindle goes with me everywhere.",0.800000011920929,0.800000011920929
63,1,251,"Amazing how many pages I can sneak in while waiting for appointments, on transit, before performances etc.",0.8999999761581421,0.8999999761581421
63,1,358,"And if I can’t sleep, it doesn’t keep my sweetie awake if I decide to read in the middle of the night.",-0.30000001192092896,0.30000001192092896
64,1,0,Love My E Reader!,0.8999999761581421,0.8999999761581421
65,1,0,Love my kindle!!,0.8999999761581421,0.8999999761581421
65,1,17,This is my second one.,0.10000000149011612,0.10000000149011612
65,1,40,Love to take it when I travel as I can download tons of books.,0.8999999761581421,0.8999999761581421
65,1,103,Compact and easy to use!,0.8999999761581421,0.8999999761581421
66,1,0,"Compact, great clarity, functions beautifully, charge lasts a week with use of a 2 - 4 hours a day.",0.8999999761581421,0.8999999761581421
66,1,100,Very satisfied.,0.8999999761581421,0.8999999761581421
67,1,0,Still a great way to carry you favorite books around,0.8999999761581421,0.8999999761581421
68,1,0,"So far ""What is Not To Like"".",-0.10000000149011612,0.10000000149011612
68,1,30,Reading a novel from a Kindle is a pure pleasure.,0.8999999761581421,0.8999999761581421
68,1,80,While I am still learning<br /> it is a great way to to have access to any type of reading.,0.8999999761581421,0.8999999761581421
68,1,173,More to follow !,0.20000000298023224,0.20000000298023224
69,1,0,Perfect e reader!,0.8999999761581421,0.8999999761581421
70,1,0,This was a replacement for an earlier version.,0.0,0.0
70,1,47,Thank you Amazon for  taking my old one and giving me a good deal on this new Kindle.,0.800000011920929,0.800000011920929
70,1,133,No learning curve involved.,0.20000000298023224,0.20000000298023224
71,1,0,Got this as a gift and I am in love with it!!,0.8999999761581421,0.8999999761581421
72,1,0,Works great,0.8999999761581421,0.8999999761581421
73,1,0,Love it!!!!,0.8999999761581421,0.8999999761581421
74,1,0,The paperwhite the fantastic Kindle improvement.,0.8999999761581421,0.8999999761581421
75,1,0,Best purchase for my son who loves to read.,0.8999999761581421,0.8999999761581421
76,1,0,Working for my needs,0.5,0.5
77,1,0,"9/10, I wish it was a little bit faster in the menus but that could be a limitation of the screen type.",0.5,0.5
77,1,104,"Being able to look up words without leaving the page was such a game changer going from physical books, to this ereader.",0.30000001192092896,0.30000001192092896
77,1,225,Highly recommend.,0.8999999761581421,0.8999999761581421
78,1,0,The Kindle Paperwhite is much smaller and lighter in weight than my Kindle Fire that it replaced.,0.0,0.0
78,1,98,Both of those characteristics enhance its use while traveling.,0.6000000238418579,0.6000000238418579
78,1,161,I also bought this e-reader because of its adaptability to use outside.,0.5,0.5
79,1,0,Love the easy of reading and not hurting your eyes.,0.8999999761581421,0.8999999761581421
79,1,52,Easy to use and love you can add PDF files and magazines to it.,0.8999999761581421,0.8999999761581421
79,1,116,Wish I would have gotten this earlier.,0.0,0.0
80,1,0,LOVE MY KINDLE THE LIGHT IS LOW ENOUGH THAT I CAN READ AND NOT BOTHER MY HUSBAND WHO GOES TO BED EARLY.,-0.8999999761581421,0.8999999761581421
80,1,104,LIGHT WEIGHT AND EASY TO HOLD AS WELL.,0.699999988079071,0.699999988079071
81,1,0,I am totally disgusted with Kindle.,-0.8999999761581421,0.8999999761581421
81,1,36,I’ve owned one since they came out.,0.0,0.0
81,1,72,I’m on my 7th.,0.0,0.0
81,1,87,"However, I’ve had 3 Paperwhites since end of October ‘17, and will be getting yet another replacement tomorrow.",0.10000000149011612,0.10000000149011612
81,1,199,The first two since late October would not charge.,0.0,0.0
81,1,250,The one I’ve had since April 1 ‘18 charges but the charge doesn’t even last one hour.,-0.30000001192092896,0.30000001192092896
81,1,336,I’ve made repeated calls which have been referred to engineering.,0.0,0.0
81,1,402,"Each time, engineering tells tech to ask me to do do the same procedures I already did before I even called for help.",-0.6000000238418579,0.6000000238418579
81,1,520,Tech people repeatedly promise to call after 2-3 days when engineering gets back to them but they don’t call.,-0.5,0.5
81,1,630,"Worst of all, they refuse to acknowledge that there clearly is an issue with Kindle batteries.",-0.8999999761581421,0.8999999761581421
81,1,725,They actually want me to believe that I’m the only one who’s had issues 3 Kindles in a row.,-0.10000000149011612,0.10000000149011612
81,1,817,I just got off the phone with yet another tech person who’s “sorry you feel that way” about this lack of integrity on Kindle’s part.,-0.6000000238418579,0.6000000238418579
81,1,950,"I say be sorry for how your company is being, not my response to it.",-0.5,0.5
81,1,1019,"Let’s see what happens with my fourth Paperwhite, which I’ll receive tomorrow.",0.0,0.0
82,1,0,Really enjoying my reader,0.8999999761581421,0.8999999761581421
83,1,0,Great device but can't afford the usage charge of $6.46.,0.30000001192092896,0.30000001192092896
83,1,58,Will have to settle for reading on my computer.,0.0,0.0
83,1,107,No more Kindle!,0.0,0.0
84,1,0,Seems okay.,0.0,0.0
84,1,13,Will review after I've used it more.,0.0,0.0
85,1,0,I like how easy the reader is to operate.,0.800000011920929,0.800000011920929
85,1,42,The only tech feature I’m not comfortable with is the shut down process.,-0.8999999761581421,0.8999999761581421
85,1,115,I still have to explore all the functions and I might find more positives.,0.30000001192092896,0.30000001192092896
85,1,190,But overall I am enjoy he convenience of my Kindle.,0.8999999761581421,0.8999999761581421
86,1,0,"I've had two, and they both broke immediately.",-0.800000011920929,0.800000011920929
86,1,48,Never again.,-0.20000000298023224,0.20000000298023224
87,1,0,"I like reading on it, but I haven't yet really figured out how to use it's features and I have to consult the users guide every time I want to do something new.",0.0,0.0
87,1,162,It is not intuitive.,-0.800000011920929,0.800000011920929
88,1,0,I love the lighted screen!,0.8999999761581421,0.8999999761581421
88,1,27,Now I can read at night without having to have the bedside light on!,0.4000000059604645,0.4000000059604645
89,1,0,Excellent ereader.,0.8999999761581421,0.8999999761581421
89,1,19,What do I like de most?,0.10000000149011612,0.10000000149011612
89,1,43,The light And the good touch feel.,0.8999999761581421,0.8999999761581421
89,1,78,I think it is a very good.choice.,0.6000000238418579,0.6000000238418579
90,1,0,This thing is not worth the amount of money they are asking.,-0.699999988079071,0.699999988079071
90,1,61,It won't stay connected to WiFi.,-0.6000000238418579,0.6000000238418579
90,1,94,Every 15 minutes at home it needs the router rebooted to connect if I don't reboot it won't connect.,-0.8999999761581421,0.8999999761581421
90,1,195,When I go out in public to connect to public WiFi it won't.,-0.20000000298023224,0.20000000298023224
90,1,255,"I just get continuous errors.<br /><br />You can get support, and they will get you back online but only for 15 minutes and it happens again.<br /><br />You also cannot see book descriptions.",-0.6000000238418579,0.6000000238418579
90,1,447,"Whenever I try to do anything I get an application error and am told to try again.<br /><br />The screen is awesome for reading, but I can't use this piece of garbage.",-0.8999999761581421,0.8999999761581421
90,1,615,It's going back.,0.0,0.0
91,1,0,"Easy setup, great battery life, small.",0.8999999761581421,0.8999999761581421
92,1,0,Survived 6 inches of snow outside after being dragged around by two German shepherds.,-0.30000001192092896,0.30000001192092896
92,1,87,I'm buying another one to use as a step stool,0.10000000149011612,0.10000000149011612
93,1,0,This is my second Kindle and I can't put it down.,0.5,0.5
93,1,50,I used to think that I was strictly a hardback book consumer...until I tried e-books.,-0.20000000298023224,0.20000000298023224
93,1,136,"It's now so easy to browse, compare and purchase books at affordable prices.",0.8999999761581421,0.8999999761581421
93,1,213,I'm hooked!,0.30000001192092896,0.30000001192092896
94,1,0,"I did not like the fact that I had to call for tech support in order to get the user guide for my particular paper white,I now have 2 manuals on my kindle,one that says 5th edition and one that says 7th edition...I did not have that issue with my 1st 2 Kindles..I do like the Paperwhite itself...",-0.5,0.5
95,1,0,It truly works in direct sun as advertised.,0.699999988079071,0.699999988079071
96,1,0,easy on eyes when reading long hours.,0.5,0.5
96,1,38,I enjoy reading books on kindle.,0.5,0.5
97,1,0,So far so good.,0.800000011920929,0.800000011920929
98,1,0,Great reader.,0.8999999761581421,0.8999999761581421
98,1,14,The battery is holding long enough.,0.0,0.0
99,1,0,Perfect,0.8999999761581421,0.8999999761581421
100,1,0,Great oroduct and works perfect for what i purchased it for,0.8999999761581421,0.8999999761581421
101,1,0,Everything ok,0.5,0.5
102,1,0,"Good battery life, easy to read.",0.8999999761581421,0.8999999761581421
103,1,0,So I love the kindle paper white.,0.800000011920929,0.800000011920929
103,1,34,"My one and only critique would be with pdfs, I would love to have some sort of option to adjust them to the screen.",0.8999999761581421,0.8999999761581421
103,1,150,"I had a couple of instances where the pages would fit weirdly, making it difficult to read: I had to adjust every page I flip, and it made reading some files quite  bothersome.",-0.6000000238418579,0.6000000238418579
103,1,327,"This files, I couldn't for the life of me, find in a better format.",-0.20000000298023224,0.20000000298023224
103,1,395,"Also, what the hell?",-0.5,0.5
103,1,416,why can't I shop for a digital book in amazon.es because my account is amazon.com?,-0.699999988079071,0.699999988079071
103,1,499,its digital book files!,0.0,0.0
103,1,523,make it happen.,0.0,0.0
103,1,539,The star I took is because i basically feel the potential for content is being restrain.,-0.10000000149011612,0.10000000149011612
104,1,0,It doesn't work well.,-0.800000011920929,0.800000011920929
104,1,22,"It won't start easily and now, when I try to purchase a book,the screen reads &#34;Updating your Knindle store experience.",-0.699999988079071,0.699999988079071
104,1,145,This should take less than a minute.&#34; It's been saying tat for the last 15 minutes.,-0.699999988079071,0.699999988079071
105,1,0,I'm glad I got the cover as well.,0.30000001192092896,0.30000001192092896
105,1,34,If a stylus had been offered with it I might have considered it.,-0.10000000149011612,0.10000000149011612
